Dataset_ID	Accession	Curated_by	Overexpression(OE)_Knockout(KO)_Knockdown(KD)_Other-gene-modulation(OM)_Drug(D)_None(N)_Gene-and-Drug(GD)	Sample_annotation(G=sample_id,T=Term)	Control_samples	Perturbed_samples	Comparison_Requirements	Input_Term	Testing_Condition	Perturbagen_terms	Comments
200207268	GSE207268	Bess	D	T	INTS11-AID cells, Control, starvation	INTS11-AID cells, +EGF, starvation				EGF	
200207268	GSE207268	Bess	D	T	INTS11-AID cells, +EGF, starvation	INTS11-AID cells, +IAA+EGF, starvation				IAA;auxin	
200207268	GSE207268	Bess	D	T	INTS11-AID cells, +IAA, starvation	INTS11-AID cells, +IAA+EGF, starvation				EGF	
200207268	GSE207268	Bess	D	T	INTS9-AID cells, Control, starvation	INTS9-AID cells, +IAA, starvation				IAA;auxin	
200207268	GSE207268	Bess	D	T		CPSF73-AID cells, +IAA, steady				IAA;auxin	No control.
200207268	GSE207268	Bess	D	T	INTS11-AID cells, INTS11, Control	INTS11-AID cells, INTS11, +IAA				IAA;auxin	Multiple types of cells, drug inducing protein KD.
200109881	GSE109881	Bess	N								
200205668	GSE205668	Bess	N								
200139627	GSE139627	Bess	N								
200186051	GSE186051	Bess	OM	T	WT	294C				Irf8	
200230928	GSE230928	Bess	KO	T	wt, H3K27ac	INTS10KO_C10, H3K27ac				INTS10	
200230928	GSE230928	Bess	KO	T	wt, H3K27me3	NTS10KO_C10, H3K27me3				INTS10	
200230928	GSE230928	Bess	KO	T	wt, H3K4me1	INTS10KO_C10, H3K4me1				INTS10	
200230928	GSE230928	Bess	KD	T	shLUC, H3K27ac	shSOX2, H3K27ac				SOX2	
200230928	GSE230928	Bess	KD	T	shLUC, H3K4me1	shSOX2, H3K4me1				SOX2	
200230928	GSE230928	Bess	KO	T	WT, ATAC	INTS10HET2, ATAC				INTS10	
200230928	GSE230928	Bess	KO	T	iPSC, WT, INTS10	iPSC, INTS10HET2, INTS10				INTS10	
200230928	GSE230928	Bess	KO	T	NPC, WT, INTS10	NPC, INTS10HET2, INTS10				INTS10	
200230928	GSE230928	Bess	KO	T	iPSC, WT, INTS11	iPSC, INTS10HET2, INTS11				INTS10	
200230928	GSE230928	Bess	KO	T	NPC, WT, INTS11	NPC, INTS10HET2, INTS11				INTS10	
200230928	GSE230928	Bess	KO	T	iPSC, WT, INTS13	iPSC, INTS10HET2, INTS13				INTS10	
200230928	GSE230928	Bess	KO	T	NPC, WT, INTS13	NPC, INTS10HET2, INTS13				INTS10	
200230928	GSE230928	Bess	KO	T	iPSC, WT, RNAPII	iPSC, INTS10HET2, RNAPII				INTS10	
200230928	GSE230928	Bess	KO	T	NPC, WT, RNAPII	NPC, INTS10HET2, RNAPII				INTS10	
200230928	GSE230928	Bess	KO	T	iPSC, WT, H3K27ac	iPSC, INTS10HET2, H3K27ac				INTS10	
200230928	GSE230928	Bess	KO	T	NPC, WT, H3K27ac	NPC, INTS10HET2, H3K27ac				INTS10	
200230928	GSE230928	Bess	KO	T	iPSC, WT, H3K4me1	iPSC, INTS10HET2, H3K4me1				INTS10	
200230928	GSE230928	Bess	KO	T	NPC, WT, H3K4me1	NPC, INTS10HET2, H3K4me1				INTS10	
200230928	GSE230928	Bess	KO	T	NPC, WT, H3K27me3	NPC, INTS10HET2, H3K27me3				INTS10	
200230928	GSE230928	Bess	KO	T	NPC, WT, SOX2	NPC, INTS10HET2, SOX2				INTS10	
200146382	GSE146382	Bess	KD	G	GSM4379722	GSM4379723				Mi-2;dMi-2	
200146382	GSE146382	Bess	KD	G	GSM4379724	GSM4379725				Ush	
200146382	GSE146382	Bess	KD	T	EGFP rep	Ush rep				Ush	
200146382	GSE146382	Bess	KD	T	EGFP rep	Mi-2 rep				Mi-2;dMi-2	
200146382	GSE146382	Bess	KD	T	EGFP (for Ush-B)	Ush-B rep				Ush-B;Ush Isoform B	
200210352	GSE210352	Bess	N								
200088841	GSE88841	Bess	KO	T	WT	KO				Aid;AID;activation-induced cytidine deaminase	
200201979	GSE201979	Bess	KD	T	NC	CDCA3				CDCA3;cell division cycle-associated protein 3	
200247862	GSE247862	Bess	KO	T	WT CD4 T cells_T0	KO CD4 T cells				Eomes;Eomesodermin	
200247862	GSE247862	Bess	KO	T	WT CD4 T cells_T12	KO CD4 T cells_T12				Eomes;Eomesodermin	
200247862	GSE247862	Bess	KO	T	WT CD4 T cells_T24	KO CD4 T cells_T24				Eomes;Eomesodermin	
200124185	GSE124185	Bess	KO	T	Wild-type	Mtg16 KO				Mtg16	
200156329	GSE156329	Bess	N								
200061348	GSE61348	Bess	D	T		Dox2.5				Dox;doxycycline	No control.
200061348	GSE61348	Bess	D	T	TT-FHAgo2_nodox96h	TT-FHAgo2_+dox48h				Dox;doxycycline	
200241353	GSE241353	Bess	N								
200063818	GSE63818	Bess	N								
200117945	GSE117945	Bess	N								
200200206	GSE200206	Bess	KO	G	GSM6022036;GSM6022037;GSM6022038	GSM6022033;GSM6022034;GSM6022035				PIP4K2B	
200200206	GSE200206	Bess	KO	G	GSM6022036;GSM6022037;GSM6022038	GSM6022039;GSM6022040;GSM6022041				PIP4K2B	PIP4K2B silenced using 2 different sh_RNAi sequences.
200165457	GSE165457	Bess	D	T		Cortex				Tamoxifen	
200165457	GSE165457	Bess	D	T		Cerebellum				Tamoxifen	
200165457	GSE165457	Bess	D	T		Spinal-cord				Tamoxifen	
200165457	GSE165457	Bess	D	T		Striatum				Tamoxifen	
200165457	GSE165457	Bess	D	T		Hippocampus				Tamoxifen	
200165457	GSE165457	Bess	D	T		Thalamus				Tamoxifen	
200165457	GSE165457	Bess	D	T		Hypothalamus				Tamoxifen	
200165457	GSE165457	Bess	D	T		Medulla-pons				Tamoxifen	
200165457	GSE165457	Bess	D	T		Midbrain				Tamoxifen	No controls.
200117224	GSE117224	Bess	KO	T	H3K27ac_Control	H3K27ac_shRVBL2				RUVBL2;RVBL2 	
200117224	GSE117224	Bess	KO	T	MYB_Control	MYB_shRVBL2				RUVBL2;RVBL2 	2 types of antibodies used.
200245187	GSE245187	Bess	OM	T	WT 1928z_Day50	SUV39H1-edited 1928z				SUV39H1	
200245187	GSE245187	Bess	KO	T	WT 1928z-scRNA Day 0	SUVKO 1928z-scRNA Day 0				SUV39H1	
200245187	GSE245187	Bess	KO	T	WT 1928z-antibody Day 0	SUVKO 1928z-antibody Day 0				SUV39H1	
200245187	GSE245187	Bess	KO	T	WT 1928z-VDJ Day 0	SUVKO 1928z-VDJ Day 0				SUV39H1	
200245187	GSE245187	Bess	KO	T	WT 1928z-scRNA Day 9	SUVKO 1928z-scRNA Day 9				SUV39H1	
200245187	GSE245187	Bess	KO	T	WT 1928z-antibody capture Day 9	SUVKO 1928z-antibody capture Day 9				SUV39H1	
200245187	GSE245187	Bess	KO	T	WT 1928z-VDJ Day 9	SUVKO 1928z-VDJ Day 9				SUV39H1	
200245187	GSE245187	Bess	KO	T	WT 1928z-scRNA Day 16	SUVKO 1928z-scRNA Day 16				SUV39H1	
200245187	GSE245187	Bess	KO	T	WT 1928z-antibody capture Day 16	SUVKO 1928z-antibody capture Day 16				SUV39H1	
200245187	GSE245187	Bess	KO	T	WT 1928z-VDJ Day 16	SUVKO 1928z-VDJ Day 16				SUV39H1	Multiple timepoints.
200148421	GSE148421	Bess	N								
200242203	GSE242203	Bess	OE	T	WT-P2	TBH-P2				PPC;plasma protein concentrations	
200242203	GSE242203	Bess	OE	T	WT-P4	TBH-P4				PPC;plasma protein concentrations	2 different stages.
200058765	GSE58765	Bess	KO	T	WT	KO				DOCK8;Dedicator of cytokinesis 8	
200169163	GSE169163	Bess	KD	T	2h_MO_control	2h_ddx3xb				Ddx3xb;ddx3xb	
200169163	GSE169163	Bess	KD	T	6h_MO_control	6h_ddx3xb				Ddx3xb;ddx3xb	
200198024	GSE198024	Bess	N								
200210878	GSE210878	Bess	KD	T	Ctrl, DRB_10min	NTS11, DRB_10min				INTS11	
200210878	GSE210878	Bess	KD	T	Ctrl, DRB_20min	INTS11, DRB_20min				INTS11	
200210878	GSE210878	Bess	KD	T	Ctrl, DRB_30min	INTS11, DRB_30min				INTS11	Multiple timepoints.
200085277	GSE85277	Bess	N								
200124049	GSE124049	Bess	N								
200089843	GSE89843	Bess	N								
200228152	GSE228152	Bess	N								
200116813	GSE116813	Bess	OM	T	Control_Treatment_Vehicle	Mutant_Treatment_Vehicle				DN-DISC1;dominant-negative Disrupted-In-Schizophrenia-1	
200116813	GSE116813	Bess	OM	T	Control_Treatment_THC	Mutant_Treatment_THC				DN-DISC1;dominant-negative Disrupted-In-Schizophrenia-1	
200116813	GSE116813	Bess	D	T	Mutant_Treatment_Vehicle	Mutant_Treatment_THC				Δ9-THC;delta-9-tetrahydrocannabinol	
200116813	GSE116813	Bess	D	T	Control_Treatment_Vehicle	Control_Treatment_THC				Δ9-THC;delta-9-tetrahydrocannabinol	
200182888	GSE182888	Bess	KO	T	JMJD6_WT	JMJD6_KO_sg4				JMJD6;Jumonji domain-containing 6	
200182888	GSE182888	Bess	KO	T	JMJD6_WT	JMJD6_KO_sg2				JMJD6;Jumonji domain-containing 6	2 different sgRNAs
200193454	GSE193454	Bess	KO	T	WT	Colec11-/-				CL-11;Collectin-11;Colec11	
200213666	GSE213666	Bess	N								
200143215	GSE143215	Bess	N								
200063088	GSE63088	Bess	N								
200229578	GSE229578	Bess	N								
200137675	GSE137675	Bess	KO	T	PIG1.shNC	PIG1.shMETTL3				METTL3	
200137675	GSE137675	Bess	KO	T	OCM1.sgNC	OCM1.sgALKBH5				ALKBH5	
200137675	GSE137675	Bess	OE	T	"
OCM1.OE.NC"	OCM1.OE.HINT2				HINT2	
200224294	GSE224294	Bess	KO	T	WT	KO				NGLY1	
200224294	GSE224294	Bess	OM	T	WT	NGLY1_519				NGLY1	
200224294	GSE224294	Bess	OM	T	WT	NGLY1_594				NGLY1	
200173146	GSE173146	Bess	D	T	DMSO	UM002				UM-002	
200196818	GSE196818	Bess	N								
200145801	GSE145801	Bess	OM	T	Wt brain, 5	Mut(scn1Lab) brain, 5				scn1lab;scn1Lab	
200145801	GSE145801	Bess	OM	T	Wt brain, 8	Mut(scn1Lab) brain, 8				scn1lab;scn1Lab	
200039656	GSE39656	Bess	KD	T	Scrambled Hairpin-treated mESCs D0	Hairpin A-treated mESCs D0				AK143260;Braveheart;Bravheart	
200039656	GSE39656	Bess	KD	T	Scrambled Hairpin-treated mESCs D3	Hairpin A-treated mESCs D3				AK143260;Braveheart;Bravheart	
200039656	GSE39656	Bess	KD	T	Scrambled Hairpin-treated mESCs D6	Hairpin A-treated mESCs D6				AK143260;Braveheart;Bravheart	
200039656	GSE39656	Bess	KD	T	Scrambled Hairpin-treated mESCs D9	Hairpin A-treated mESCs D9				AK143260;Braveheart;Bravheart	
200039656	GSE39656	Bess	KD	T	Scrambled Hairpin-treated mESCs D0	Hairpin B-treated mESCs D0				AK143260;Braveheart;Bravheart	
200039656	GSE39656	Bess	KD	T	Scrambled Hairpin-treated mESCs D3	Hairpin B-treated mESCs D3				AK143260;Braveheart;Bravheart	
200039656	GSE39656	Bess	KD	T	Scrambled Hairpin-treated mESCs D6	Hairpin B-treated mESCs D6				AK143260;Braveheart;Bravheart	
200039656	GSE39656	Bess	KD	T	Scrambled Hairpin-treated mESCs D9	Hairpin B-treated mESCs D9				AK143260;Braveheart;Bravheart	
200152506	GSE152506	Bess	OM	T	B	N				AppNL-G-F;APPNL-G-F	
200171657	GSE171657	Bess	D	T	DMSO_Jour2	X4OHT_Jour2				4OHT;hydroxytamoxifen	
200171657	GSE171657	Bess	D	T	DMSO_Jour4	X4OHT_Jour4				4OHT;hydroxytamoxifen	2 timepoints.
200088187	GSE88187	Bess	N								
200110042	GSE110042	Bess	N								
200182735	GSE182735	Bess	N								
200207442	GSE207442	Bess	D	T	Model	AMN31				compound 13;anti-inflammatory compounds;Anti-inflammatory compounds	
200064779	GSE64779	Bess	KO	T	CD4SP_Control	CD4SP_Id3KO				Id3	
200064779	GSE64779	Bess	KO	T	CD4SP_Control	CD4SP_dKO				Id3&Id2	
200064779	GSE64779	Bess	KO	T		lymphoma				Id3&Id2	No control.
200133381	GSE133381	Bess	KD	T	MCF7_Oestrogen_3h_siCTRL	MCF7_Oestrogen_3h_siZMIZ1				ZMIZ1	
200133381	GSE133381	Bess	KD	T	MCF7_EtOH_3h_siCTRL	MCF7_EtOH_3h_siZMIZ1				ZMIZ1	
200133381	GSE133381	Bess	KD	T	T47D_Oestrogen_3h_siCTRL	T47D_Oestrogen_3h_siZMIZ1				ZMIZ1	
200133381	GSE133381	Bess	KD	T	T47D_EtOH_3h_siCTRL	T47D_EtOH_3h_siZMIZ1				ZMIZ1	
200133381	GSE133381	Bess	KD	T	MDA-MB-231_Oestrogen_3h_siCTRL	MDA-MB-231_Oestrogen_3h_siZMIZ1				ZMIZ1	
200133381	GSE133381	Bess	KD	T	MDA-MB-231_EtOH_3h_siCTRL	MDA-MB-231_EtOH_3h_siZMIZ1				ZMIZ1	
200133381	GSE133381	Bess	KD	T	MCF7_Oestrogen_6h_siCTRL	MCF7_Oestrogen_6h_siZMIZ1				ZMIZ1	
200133381	GSE133381	Bess	KD	T	MCF7_EtOH_6h_siCTRL	MCF7_EtOH_6h_siZMIZ1				ZMIZ1	
200133381	GSE133381	Bess	KD	T	T47D_Oestrogen_6h_siCTRL	T47D_Oestrogen_6h_siZMIZ1				ZMIZ1	
200133381	GSE133381	Bess	KD	T	T47D_EtOH_6h_siCTRL	T47D_EtOH_6h_siZMIZ1				ZMIZ1	
200133381	GSE133381	Bess	KD	T	MDA-MB-231_Oestrogen_3h_siCTRL	MDA-MB-231_Oestrogen_6h_siZMIZ1				ZMIZ1	
200133381	GSE133381	Bess	KD	T	MDA-MB-231_EtOH_6h_siCTRL	MDA-MB-231_EtOH_6h_siZMIZ1				ZMIZ1	
200133381	GSE133381	Bess	KD	T	MCF7_Oestrogen_12h_siCTRL	MCF7_Oestrogen_12h_siZMIZ1				ZMIZ1	
200133381	GSE133381	Bess	KD	T	MCF7_EtOH_12h_siCTRL	MCF7_EtOH_12h_siZMIZ1				ZMIZ1	
200133381	GSE133381	Bess	KD	T	T47D_Oestrogen_12h_siCTRL	T47D_Oestrogen_12h_siZMIZ1				ZMIZ1	
200133381	GSE133381	Bess	KD	T	T47D_EtOH_12h_siCTRL	T47D_EtOH_12h_siZMIZ1				ZMIZ1	
200133381	GSE133381	Bess	KD	T	MDA-MB-231_Oestrogen_12h_siCTRL	MDA-MB-231_Oestrogen_12h_siZMIZ1				ZMIZ1	
200133381	GSE133381	Bess	KD	T	MDA-MB-231_EtOH_12h_siCTRL	MDA-MB-231_EtOH_12h_siZMIZ1				ZMIZ1	
200133381	GSE133381	Bess	KD	T	MCF7_Oestrogen_24h_siCTRL	MCF7_Oestrogen_24h_siZMIZ1				ZMIZ1	
200133381	GSE133381	Bess	KD	T	MCF7_EtOH_12h_siCTRL	MCF7_EtOH_24h_siZMIZ1				ZMIZ1	
200133381	GSE133381	Bess	KD	T	T47D_Oestrogen_24h_siCTRL	T47D_Oestrogen_24h_siZMIZ1				ZMIZ1	
200133381	GSE133381	Bess	KD	T	T47D_EtOH_24h_siCTRL	T47D_EtOH_24h_siZMIZ1				ZMIZ1	
200133381	GSE133381	Bess	KD	T	MDA-MB-231_Oestrogen_24h_siCTRL	MDA-MB-231_Oestrogen_24h_siZMIZ1				ZMIZ1	
200133381	GSE133381	Bess	KD	T	MDA-MB-231_EtOH_24h_siCTRL	MDA-MB-231_EtOH_24h_siZMIZ1				ZMIZ1	4 experimental variables: ZMIZ1 KD/ctrl, 2 treatments (EtOH/Oestrogen), 4 time points, 3 cell lines.
200243650	GSE243650	Bess	D	T	rTg4510 [C	rTg4510+3TC				3TC;Lamivudine	
200140137	GSE140137	Bess	OE	T	Col-0	35S-COLDAIR				COLDAIR	
200141035	GSE141035	Bess	N								
200122843	GSE122843	Bess	D	T	DMSO	400nM IBET				BET inhibitor;IBET;I-BET	
200122843	GSE122843	Bess	D	T	DMSO	600nM IBET				BET inhibitor;IBET;I-BET	
200122843	GSE122843	Bess	D	T	DMSO	800nM IBET				BET inhibitor;IBET;I-BET	
200122843	GSE122843	Bess	D	T	DMSO	1000nM IBET				BET inhibitor;IBET;I-BET	
200120201	GSE120201	Bess	D	T	Bru_Dox_r	Bru_Dox_DMOG				DMOG	
200120201	GSE120201	Bess	D	T	Bru_H2O_r	Bru_H2O_DMOG				DMOG	
200120201	GSE120201	Bess	D	T	Bru_H2O_DMOG	Bru_Dox_DMOG				Dox;doxycycline	
200120201	GSE120201	Bess	D	T	Bru_Dox_r	Bru_Dox_DRB10				DRB	
200120201	GSE120201	Bess	D	T	Bru_Dox_r	Bru_Dox_DRB20				DRB	
200120201	GSE120201	Bess	D	T	Bru_Dox_r	Bru_Dox_DRB5				DRB	
200120201	GSE120201	Bess	D	T	Bru_H2O_r	Bru_H2O_DRB10				DRB	
200120201	GSE120201	Bess	D	T	Bru_H2O_r	Bru_H2O_DRB20				DRB	
200120201	GSE120201	Bess	D	T	Bru_H2O_r	Bru_H2O_DRB5				DRB	Multiple timepoints.
200120201	GSE120201	Bess	D	T	Bru_H2O_r	Bru_Dox_r				Dox;doxycycline	
200120201	GSE120201	Bess	D	T	polII_Dox_r	polII_Dox_DRB0				DRB	
200120201	GSE120201	Bess	D	T	polII_Dox_r	polII_Dox_DRB10				DRB	
200120201	GSE120201	Bess	D	T	polII_Dox_r	polII_Dox_DRB20				DRB	
200120201	GSE120201	Bess	D	T	polII_Dox_r	polII_Dox_DRB5				DRB	
200120201	GSE120201	Bess	D	T	polII_H2O_r	polII_H2O_DRB0				DRB	
200120201	GSE120201	Bess	D	T	polII_H2O_r	polII_H2O_DRB10				DRB	
200120201	GSE120201	Bess	D	T	polII_H2O_r	polII_H2O_DRB20				DRB	
200120201	GSE120201	Bess	D	T	polII_H2O_r	polII_H2O_DRB5				DRB	Multiple timepoints.
200120201	GSE120201	Bess	D	T	polII_H2O_r	polII_Dox_r				Dox;doxycycline	
200120201	GSE120201	Bess	D	T	GRO_H2O	GRO_Dox				Dox;doxycycline	
200120201	GSE120201	Bess	D	T	NET_H2O	NET_Dox				Dox;doxycycline	
200120201	GSE120201	Bess	D	T	Ser2_H2O	Ser2_Dox				Dox;doxycycline	
200120201	GSE120201	Bess	KO	T	wt_Dox_avi	dn_Dox_avi		input		TFIIS	
200120201	GSE120201	Bess	KO	T	wt_Dox_polII	dn_Dox_polII		input		TFIIS	
200239661	GSE239661	Bess	KO	T	BC	wt				Tent5b;TENT5B&Tent5c;TENT5C	Dual peturbation
200144291	GSE144291	Bess	D	T	Naïve	ABX				antibiotics	
200144291	GSE144291	Bess	D	T	ABX	PBS				phosphate buffered saline;PBS	
200144291	GSE144291	Bess	D	T	ABX	AXPN				amoxapine;AXPN	
200144291	GSE144291	Bess	D	T	ABX	DXP				doxapram;DXP	
200144291	GSE144291	Bess	D	T	ABX	TFP				trifluoperazine;TFP	Multiple drugs tested
200078961	GSE78961	Bess	KO	T	RNA of TSC2+/+ control generated from hESC cell line 2	RNA of TSC2+/- cell line generated from hESC cell line 2				TSC2	
200078961	GSE78961	Bess	KO	T	RNA of TSC2+/+ control generated from hESC cell line 2	RNA of TSC2-/- cell line generated from hESC cell line 2				TSC2	
200078961	GSE78961	Bess	KO	T	RNA of TSC2+/+ control generated from hESC cell line 3	RNA of TSC2+/- cell line generated from hESC cell line 3				TSC2	
200078961	GSE78961	Bess	KO	T	RNA of TSC2+/+ control generated from hESC cell line 3	RNA of TSC2-/- cell line generated from hESC cell line 3				TSC2	
200078961	GSE78961	Bess	KO	T	(RPF) of TSC2+/+ control generated from hESC cell line 2	(RPF) of TSC2+/- cell line generated from hESC cell line 2				TSC2	
200078961	GSE78961	Bess	KO	T	(RPF) of TSC2+/+ control generated from hESC cell line 2	(RPF) of TSC2-/- cell line generated from hESC cell line 2				TSC2	
200078961	GSE78961	Bess	KO	T	(RPF) of TSC2+/+ control generated from hESC cell line 3	(RPF) of TSC2+/- cell line generated from hESC cell line 3				TSC2	
200078961	GSE78961	Bess	KO	T	(RPF) of TSC2+/+ control generated from hESC cell line 3	(RPF) of TSC2-/- cell line generated from hESC cell line 3				TSC2	2 cell lines, total RNA/Ribosome protected fragments.
200078961	GSE78961	Bess	D	T	TSC2+/+ cells (number 15) treated with DMSO	TSC2+/+ cells (number 15) treated with AZD-8055				AZD-8055	
200078961	GSE78961	Bess	D	T	TSC2+/+ cells (number 15) treated with DMSO	TSC2+/+ cells (number 15) treated with Rapamycin				Rapamycin	
200078961	GSE78961	Bess	D	T	TSC2+/+ cells (number 16) treated with DMSO	TSC2+/+ cells (number 16) treated with AZD-8055				AZD-8055	
200078961	GSE78961	Bess	D	T	TSC2+/+ cells (number 16) treated with DMSO	TSC2+/+ cells (number 16) treated with Rapamycin				Rapamycin	
200078961	GSE78961	Bess	D	T	TSC2-/- cells (number 19) treated with DMSO	TSC2-/- cells (number 19) treated with AZD-8055				AZD-8055	
200078961	GSE78961	Bess	D	T	TSC2-/- cells (number 19) treated with DMSO	TSC2-/- cells (number 19) treated with Rapamycin				Rapamycin	
200078961	GSE78961	Bess	D	T	TSC2-/- cells (number 19) treated with DMSO	TSC2-/- cells (number 20) treated with AZD-8055				AZD-8055	
200078961	GSE78961	Bess	D	T	TSC2-/- cells (number 19) treated with DMSO	TSC2-/- cells (number 20) treated with Rapamycin				Rapamycin	2 genotypes, 4 cell lines, 2 drugs
200096922	GSE96922	Bess	OM	T	HWT	K36R				H3K36	Multiple types of sequencing used.
200129226	GSE129226	Bess	N								
200192585	GSE192585	Bess	KO	T	059s	060s				notch3;Notch3	
200192585	GSE192585	Bess	KO	T	529s	524s				notch3;Notch3	
200209912	GSE209912	Bess	N								
200219682	GSE219682	Bess	N								
200155383	GSE155383	Bess	N								
200088300	GSE88300	Bess	N								
200123862	GSE123862	Bess	OE	T	N2 day 4	mir-83 day 4				miR-83;mir-83	
200123862	GSE123862	Bess	OE	T	N2 day 12	mir-83 day 12				miR-83;mir-83	Results observed on day 4 and 12.
200146072	GSE146072	Bess	KO	T	con	kiaa1522				KIAA1522;kiaa1522	
200191102	GSE191102	Bess	N								
200163852	GSE163852	Bess	N								
200172629	GSE172629	Bess	N								
200227848	GSE227848	Bess	D	T	ctrl	DMOG				DMOG;dimethyloxalylglycine	
200245658	GSE245658	Bess	OE	T	WT_HP	5xFAD_HP				APP	
200245658	GSE245658	Bess	OE	T	WT_M	5xFAD_M				APP	
200245658	GSE245658	Bess	OE	T	WT_LEC	5xFAD_LEC				APP	3 types of brain tissues used.
200158098	GSE158098	Bess	KO	T	WT	runx1				runx1;RUNX1	
200185369	GSE185369	Bess	D	T	CTRL	ABX				antibiotic-treated;ABX	
200185369	GSE185369	Bess	D	T	ABX	LP				Lactiplantibacillus plantarum-transferred;LP	"LP" received antibiotics AND LP.
200185369	GSE185369	Bess	D	T	CTRL	LP				Lactiplantibacillus plantarum-transferred;LP&antibiotic-treated;ABX	
200107562	GSE107562	Bess	N								
200163946	GSE163946	Bess	D	T	1.5h-PBS	1.5h-IL2				mIL-2;IL-2	
200163946	GSE163946	Bess	D	T	1.5h-PBS	1.5h-FP				mIL-2/CD25;FP	
200163946	GSE163946	Bess	D	T	"
4h-PBS"	4h-IL2				mIL-2;IL-2	
200163946	GSE163946	Bess	D	T	"
4h-PBS"	4h-FP				mIL-2/CD25;FP	
200163946	GSE163946	Bess	D	T	16h-PBS	16h-IL2				mIL-2;IL-2	
200163946	GSE163946	Bess	D	T	16h-PBS	16h-FP				mIL-2/CD25;FP	
200163946	GSE163946	Bess	D	T	72h-PBS	72h-IL2				mIL-2;IL-2	
200163946	GSE163946	Bess	D	T	72h-PBS	72h-FP				mIL-2/CD25;FP	
200163946	GSE163946	Bess	D	T	168h-PBS	168h-FP				mIL-2/CD25;FP	5 timepoints.
200163946	GSE163946	Bess	D	T	High-Dose-PBS	High-Dose-IL2				mIL-2;IL-2	
200214412	GSE214412	Bess	KO	T	WT	ABCG1KO				ABCG1	
200214412	GSE214412	Bess	KO	T	WT	LysM-DKO				Epsins;Epsin	
200084252	GSE84252	Bess	OM	G	GSM2230306;GSM2230307;GSM2230308;GSM2230309;GSM2230326;GSM2230327;GSM2230328;GSM2230329;GSM2230330;GSM2230331;GSM2230332;GSM2230333;GSM2230334;GSM2230335;GSM2230336;GSM2230337;GSM2230342;GSM2230343;GSM2230344;GSM2230342;GSM2230354;GSM2230355;GSM2230356;GSM2230357;GSM2230358;GSM2230359;GSM2230360;GSM2230361;GSM2230362;GSM2230363;GSM2230364;GSM2230365	GSM2230310;GSM2230311;GSM2230312;GSM2230313;GSM2230314;GSM2230315;GSM2230316;GSM2230317;GSM2230318;GSM2230319;GSM2230320;GSM2230321;GSM2230322;GSM2230323;GSM2230324;GSM2230325;GSM2230338;GSM2230339;GSM2230340;GSM2230341;GSM2230346;GSM2230347;GSM2230348;GSM2230349;GSM2230350;GSM2230351;GSM2230352;GSM2230353;GSM2230366;GSM2230367;GSM2230368;GSM2230369				B6NJ;B6J	B6NJ is the allele after it has been mutated.
200117020	GSE117020	Bess	N								
200079735	GSE79735	Bess	KD	T	3691_NT	3691_shRBPJ				RBPJ	
200079735	GSE79735	Bess	D	T	3691_DMSO	3691_DAPT_5um				DAPT	
200079735	GSE79735	Bess	D	T	3691_DMSO	3691_DAPT_10um				DAPT	2 dosages.
200079735	GSE79735	Bess	KD	T	DMSO_NT	DMSO_shRBPJ				RBPJ	
200079735	GSE79735	Bess	KD	T	DAPT_NT	DAPT_shRBPJ				RBPJ	
200120874	GSE120874	Bess	KO	G	GSM3735153;GSM3735154	GSM3735151;GSM3735152				Bcl11b	
200120874	GSE120874	Bess	KO	G	GSM3735153;GSM3735154	GSM3735155;GSM3735156				Bcl11b	2 experimental variables: Bcl11b KO/WT, EAE/no EAE.
200207085	GSE207085	Bess	N								
200136905	GSE136905	Bess	D	T	Stim	FRC				FRC	
200136905	GSE136905	Bess	D	T	Stim	IL6				IL-6	Both ATAC-seq and RNA-seq preformed.
200225570	GSE225570	Bess	N								
200260787	GSE260787	Bess	D	T	UT 2hr	OM100 2hr				OM-85	
200260787	GSE260787	Bess	D	T	UT 2hr	OM300 2hr				OM-85	
200260787	GSE260787	Bess	D	T	UT 2hr	OM900 2hr				OM-85	
200260787	GSE260787	Bess	D	T	UT 8hr	OM100 8hr				OM-85	
200260787	GSE260787	Bess	D	T	UT 8hr	OM300 8hr				OM-85	
200260787	GSE260787	Bess	D	T	UT 8hr	OM900 8hr				OM-85	Multiple dosages/timepoints.
200260787	GSE260787	Bess	D	T	UT+ISO 2hr	OM300+ISO 2hr				OM-85	
200260787	GSE260787	Bess	D	T	UT+ISO 2hr	Pam3+ISO 2hr				Pam3CSK4	
200260787	GSE260787	Bess	D	T	UT+ISO 2hr	LPS+ISO 2hr				LPS	
200260787	GSE260787	Bess	D	T	OM300 2hr	OM300+Anti-TLR2 2hr				Anti-TLR2 Ab;TLR2	
200260787	GSE260787	Bess	D	T	OM300 2hr	OM300+Anti-TLR4 2hr				Anti-TLR4 Ab;TLR4	
200260787	GSE260787	Bess	D	T	OM300 2hr	OM300+Anti-TLR2/4 2hr				Anti-TLR2 Ab;TLR2&Anti-TLR4 Ab;TLR4	
200227117	GSE227117	Bess	N								
200111150	GSE111150	Bess	N								
200154638	GSE154638	Bess	OM	T		POX01907				POX01907	
200154638	GSE154638	Bess	OM	T		Ku70				Ku70	No controls.
200185042	GSE185042	Bess	KO	T	WT	KO				Nrg4;Neuregulin 4;NRG4	
200185042	GSE185042	Bess	D	G	GSM6061463;GSM6061464;GSM6061465	GSM6061466;GSM6061467				hNRG4-Fc	
